1497863732;-239.99999742
1497863737;2811.9078845800004
1497863742;-1746.291918
1497863747;-1469.72888034
1497863752;0.0
1497863757;-244.5093
1497863762;-399.34238044999995
1497863767;-16.27989972
1497863772;-9953.92052372
1497863777;0.0
1497863782;64.403809
1497863787;0.0
1497863792;0.0
1497863797;-0.82334957
1497863802;-6.10812
1497863807;204.91360851000002
1497863812;0.0
1497863817;0.0
1497863822;0.0
1497863827;-1.786
1497863832;0.0
1497863837;0.0
1497863842;0.0
1497863847;0.0
1497863852;23.25162136
1497863857;-275.4012
1497863862;0.0
1497863867;-16.96699999
1497863872;0.0
1497863877;169.03221861
1497863882;-129.15074001
1497863887;0.0
1497863892;0.0
1497863897;0.0
1497863902;0.0
1497863907;-3.424992
1497863912;0.0
1497863917;6106.027635300001
1497863922;0.0
1497863927;0.0
1497863932;57.34534317
1497863937;0.0
1497863942;-200.61177102
1497863947;0.0
1497863952;1521.48195201
1497863957;-429.48990506
1497863962;219.03545072
1497863967;0.0
1497863972;-6.47919999
1497863977;0.0
1497863982;-145.64636399
1497863987;0.0
1497863992;0.0
1497863997;-1.4825294100000002
1497864002;-928.96986572
1497864007;-268.958
1497864012;-591.25253123
1497864017;0.0
1497864022;-3840.95453331
1497864027;0.0
1497864032;-72.34700147
1497864037;0.0
1497864042;0.0
1497864047;2.63344432
1497864052;0.0
1497864057;0.56899101
1497864062;0.0
1497864067;35.56193844
1497864072;0.0
1497864077;-99.3596
1497864082;36.10356453
1497864087;0.0
1497864092;0.0
1497864097;0.09899771
1497864102;0.09899771
1497864107;0.0
1497864112;-12.16218294
1497864117;0.0
1497864122;-77.56593810999999
1497864127;1065.96945185
1497864132;0.0
1497864137;0.0
1497864142;0.0
1497864147;0.0
1497864152;0.0
1497864157;0.0
1497864162;27533.647902960016
